Id,Street,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,OpenPorchSF,SaleCondition,SalePrice
932,Pave,Gtl,NAmes,1Story,5,6,1965,Ex,925,0,925,5,0,1,429,Y,0,Normal,117500
933,Pave,Gtl,Somerst,1Story,9,5,2006,Ex,1905,0,1905,8,1,3,788,Y,191,Normal,320000
934,Pave,Gtl,CollgCr,1Story,7,5,2004,Ex,1500,0,1500,6,0,2,570,Y,36,Normal,190000
935,Pave,Mod,NAmes,1Story,7,7,1960,Ex,2069,0,2069,9,1,2,505,Y,0,Normal,242000
936,Pave,Gtl,BrkSide,1Story,4,5,1926,Gd,747,0,747,5,0,2,528,Y,0,Normal,79900
937,Pave,Gtl,SawyerW,1Story,7,5,2003,Ex,1200,0,1200,5,0,2,555,Y,41,Normal,184900
938,Pave,Gtl,Somerst,2Story,7,5,2005,Ex,1113,858,1971,8,1,2,689,Y,48,Normal,253000
939,Pave,Gtl,CollgCr,2Story,7,5,2006,Ex,1391,571,1962,7,0,3,868,Y,90,Partial,239799
940,Pave,Gtl,ClearCr,2Story,7,7,1940,Ex,1207,1196,2403,10,2,1,349,Y,0,Normal,244400
941,Pave,Gtl,Mitchel,1Story,6,5,1976,TA,1728,0,1728,8,0,2,574,Y,0,Normal,150900
942,Pave,Gtl,Gilbert,2Story,7,5,1999,Ex,1022,1038,2060,8,1,2,390,Y,0,Normal,214000
943,Pave,Gtl,Edwards,1Story,4,3,1977,TA,1440,0,1440,8,0,0,0,N,0,Abnorml,150000
944,Pave,Gtl,Mitchel,1Story,5,4,1967,TA,1632,0,1632,8,0,2,576,P,0,Normal,143000
945,Pave,Gtl,Timber,SLvl,6,6,1958,Gd,1344,0,1344,7,1,2,525,Y,118,Abnorml,137500
946,Pave,Gtl,OldTown,1.5Fin,5,6,1890,TA,1188,561,1869,7,0,2,456,Y,0,Normal,124900
947,Pave,Gtl,NAmes,SLvl,5,6,1959,TA,1144,0,1144,6,1,1,796,Y,0,Normal,143000
948,Pave,Gtl,Timber,1Story,8,5,2002,Ex,1629,0,1629,9,1,3,808,Y,252,Normal,270000
949,Pave,Gtl,CollgCr,2Story,7,5,2002,Ex,936,840,1776,7,1,2,474,Y,96,Normal,192500
950,Pave,Gtl,NWAmes,1Story,6,7,1972,TA,1381,0,1381,5,1,2,676,Y,0,Normal,197500
951,Pave,Gtl,NAmes,1Story,5,8,1950,Gd,864,0,864,5,0,2,720,Y,0,Normal,129000
952,Pave,Gtl,SawyerW,1Story,5,5,1965,Gd,965,0,965,6,0,1,300,Y,0,Abnorml,119900
953,Pave,Gtl,CollgCr,SFoyer,5,8,1972,Gd,768,0,768,5,0,1,396,Y,0,Normal,133900
954,Pave,Mod,Mitchel,2Story,5,4,1969,Ex,1168,800,1968,7,1,2,530,Y,189,Normal,172000
955,Pave,Gtl,Edwards,SFoyer,6,5,1975,TA,980,0,980,4,0,0,0,Y,0,AdjLand,127500
956,Pave,Gtl,Crawfor,2Story,6,6,1946,TA,979,979,1958,8,0,2,492,Y,0,Normal,145000
957,Pave,Gtl,Blueste,2Story,6,6,1980,TA,561,668,1229,5,1,2,462,Y,0,Normal,124000
958,Pave,Gtl,Sawyer,1Story,5,5,1962,TA,1057,0,1057,6,0,2,576,Y,0,Normal,132000
959,Pave,Gtl,CollgCr,1Story,7,5,2003,Ex,1337,0,1337,6,0,2,531,Y,39,Normal,185000
960,Pave,Gtl,Somerst,2Story,7,5,1999,Ex,696,720,1416,6,0,2,484,Y,44,Normal,155000
961,Pave,Gtl,BrkSide,1Story,5,7,1958,Gd,858,0,858,4,0,0,0,Y,0,Normal,116500
962,Pave,Gtl,NWAmes,2Story,6,7,1977,TA,1542,1330,2872,11,1,2,619,Y,282,Normal,272000
963,Pave,Gtl,NPkVill,2Story,6,6,1976,TA,804,744,1548,7,1,2,440,Y,0,Normal,155000
964,Pave,Gtl,CollgCr,1Story,9,5,2007,Ex,1800,0,1800,7,0,2,702,Y,136,Normal,239000
965,Pave,Gtl,Timber,2Story,7,5,2002,Ex,824,1070,1894,8,1,2,510,Y,40,Normal,214900
966,Pave,Gtl,Gilbert,2Story,6,5,2005,Ex,783,701,1484,8,1,2,393,Y,72,Partial,178900
967,Pave,Gtl,Crawfor,1.5Fin,5,7,1940,Ex,976,332,1308,7,2,1,256,Y,70,Normal,160000
968,Pave,Gtl,NAmes,1Story,5,7,1955,TA,1098,0,1098,6,0,1,260,Y,0,Normal,135000
969,Pave,Gtl,OldTown,1.5Fin,3,6,1910,Fa,600,368,968,6,0,0,0,Y,0,Abnorml,37900
970,Pave,Gtl,NAmes,SLvl,6,5,1958,TA,1095,0,1095,6,0,1,264,Y,0,Normal,140000
971,Pave,Gtl,NAmes,1.5Fin,4,4,1949,TA,720,472,1192,6,0,0,0,Y,0,Abnorml,135000
972,Pave,Gtl,NridgHt,2Story,7,5,2003,Ex,764,862,1626,6,0,2,474,Y,27,Normal,173000
973,Pave,Gtl,SawyerW,1Story,6,5,1979,TA,918,0,918,5,1,1,264,Y,0,Normal,99500
974,Pave,Gtl,Somerst,1Story,7,5,2007,Ex,1428,0,1428,6,0,2,480,Y,120,Partial,182000
975,Pave,Gtl,BrkSide,2Story,7,8,1910,TA,1136,883,2019,8,0,2,532,Y,135,Normal,167500
976,Pave,Gtl,Somerst,2Story,7,5,2000,Ex,673,709,1382,6,0,2,490,Y,50,Normal,165000
977,Pave,Gtl,BrkSide,1Story,4,7,1923,TA,869,0,869,4,0,0,0,Y,0,Normal,85500
978,Pave,Gtl,Somerst,1Story,7,5,2006,Ex,1241,0,1241,4,0,2,569,Y,116,Partial,199900
979,Pave,Mod,Edwards,1Story,4,5,1954,Ex,894,0,894,5,0,2,400,Y,0,Abnorml,110000
980,Pave,Gtl,Sawyer,1Story,5,6,1963,TA,1121,0,1121,5,0,2,480,Y,80,Normal,139000
981,Pave,Gtl,NAmes,SFoyer,7,9,1961,Gd,999,0,999,6,0,2,588,Y,76,Normal,178400
982,Pave,Gtl,NoRidge,2Story,8,5,1998,Ex,1276,1336,2612,8,1,3,676,Y,0,Normal,336000
983,Pave,Gtl,Blmngtn,1Story,7,5,2007,Ex,1266,0,1266,6,1,2,388,Y,16,Normal,159895
984,Pave,Gtl,CollgCr,2Story,8,5,2002,Ex,1149,1141,2290,9,1,2,779,Y,0,Normal,255900
985,Pave,Gtl,Mitchel,1.5Fin,5,5,1977,TA,1302,432,1734,8,0,2,539,Y,0,Normal,126000
986,Pave,Gtl,Edwards,1Story,5,5,1950,TA,1164,0,1164,5,0,1,240,Y,48,Normal,125000
987,Pave,Gtl,OldTown,1.5Fin,6,8,1910,Gd,1001,634,1635,5,0,1,255,Y,0,Normal,117000
988,Pave,Gtl,NridgHt,1Story,9,5,2009,Ex,1940,0,1940,8,1,3,606,Y,95,Partial,395192
989,Pave,Gtl,NWAmes,2Story,6,6,1976,TA,1118,912,2030,8,1,2,551,Y,224,Normal,195000
990,Pave,Gtl,Somerst,2Story,7,5,2006,Ex,778,798,1576,6,0,2,614,Y,50,Partial,197000
991,Pave,Gtl,NoRidge,2Story,8,5,1997,Ex,1407,985,2392,7,1,3,870,Y,70,Normal,348000
992,Pave,Gtl,OldTown,2Story,8,9,1882,Gd,916,826,1742,8,1,2,424,P,169,Normal,168000
993,Pave,Mod,NAmes,2Story,6,8,1964,Gd,1020,831,1851,7,1,2,440,Y,42,Normal,187000
994,Pave,Gtl,CollgCr,2Story,6,5,2005,Ex,750,750,1500,6,0,2,564,Y,35,Partial,173900
995,Pave,Gtl,NridgHt,1Story,10,5,2006,Ex,1718,0,1718,7,1,3,786,Y,48,Normal,337500
996,Pave,Mod,BrkSide,1.5Fin,4,7,1946,TA,774,456,1230,5,0,1,305,Y,57,Abnorml,121600
997,Pave,Gtl,NAmes,1Story,5,6,1961,TA,1050,0,1050,6,0,1,368,Y,319,Normal,136500
998,Pave,Gtl,NWAmes,1Story,6,6,1970,TA,1442,0,1442,6,1,2,615,Y,0,Normal,185000
999,Pave,Gtl,IDOTRR,1Story,3,4,1922,Fa,1077,0,1077,6,1,1,210,P,100,Normal,91000
1000,Pave,Gtl,CollgCr,1Story,7,5,2006,Ex,1208,0,1208,6,0,2,632,Y,61,Normal,206000
1001,Pave,Gtl,Edwards,1Story,3,3,1952,Fa,944,0,944,4,0,2,528,Y,0,Normal,82000
1002,Pave,Gtl,OldTown,1Story,5,6,1920,Ex,691,0,691,4,0,1,216,N,20,Abnorml,86000
1003,Pave,Gtl,Somerst,1Story,8,5,2006,Ex,1574,0,1574,7,1,3,824,Y,104,Normal,232000
1004,Pave,Gtl,NWAmes,1Story,5,6,1976,Fa,1680,0,1680,8,0,2,528,Y,0,Normal,136905
1005,Pave,Gtl,Blmngtn,1Story,7,5,2005,Ex,1504,0,1504,7,1,2,457,Y,0,Normal,181000
1006,Pave,Gtl,CollgCr,SLvl,5,8,1977,TA,985,0,985,6,0,1,328,Y,0,Normal,149900
1007,Pave,Gtl,NAmes,1Story,6,3,1970,Gd,1657,0,1657,7,1,2,484,Y,0,Normal,163500
1008,Pave,Gtl,MeadowV,2Story,4,4,1970,TA,546,546,1092,6,0,1,286,Y,0,Normal,88000
1009,Pave,Gtl,Mitchel,1Story,7,5,2004,Ex,1710,0,1710,7,1,2,550,Y,48,Normal,240000
1010,Pave,Gtl,SWISU,1.5Fin,5,5,1926,Ex,1008,0,1522,7,0,0,0,P,0,Normal,102000
1011,Pave,Gtl,Sawyer,1.5Fin,5,5,1948,TA,720,551,1271,7,1,1,312,Y,0,Normal,135000
1012,Pave,Gtl,Edwards,1Story,5,5,1965,TA,1664,0,1664,8,0,0,0,Y,0,Normal,100000
1013,Pave,Gtl,Crawfor,2Story,6,7,1923,TA,900,602,1502,7,2,1,180,Y,0,Normal,165000
1014,Pave,Gtl,OldTown,1Story,5,4,1910,TA,1022,0,1022,4,0,1,280,Y,30,Normal,85000
1015,Pave,Gtl,NAmes,1Story,6,5,1948,TA,1082,0,1082,5,1,1,240,Y,130,Normal,119200
1016,Pave,Gtl,NWAmes,2Story,8,6,2001,Ex,810,855,1665,6,0,2,528,Y,45,Normal,227000
1017,Pave,Gtl,CollgCr,1Story,7,5,1996,Ex,1504,0,1504,6,1,2,478,Y,66,Normal,203000
1018,Pave,Gtl,StoneBr,1Story,8,5,1984,Gd,1360,0,1360,4,1,2,565,Y,0,Abnorml,187500
1019,Pave,Gtl,Gilbert,SLvl,7,5,1991,Gd,802,670,1472,7,1,2,402,Y,0,Normal,160000
1020,Pave,Gtl,Blmngtn,1Story,7,5,2005,Ex,1506,0,1506,6,1,2,440,Y,20,Normal,213490
1021,Pave,Gtl,Edwards,1Story,4,5,2005,Ex,1132,0,1132,5,0,2,451,Y,64,Normal,176000
1022,Pave,Gtl,CollgCr,1Story,7,5,2006,Ex,1220,0,1220,6,0,2,632,Y,54,Partial,194000
1023,Pave,Gtl,OldTown,1.5Fin,5,5,1930,Gd,912,336,1248,6,0,1,160,Y,0,Normal,87000
1024,Pave,Gtl,Blmngtn,1Story,7,5,2005,Ex,1504,0,1504,7,1,2,437,Y,20,Normal,191000
1025,Pave,Gtl,Timber,1Story,8,6,1976,TA,2898,0,2898,10,1,2,665,Y,72,Abnorml,287000
1026,Pave,Gtl,CollgCr,1Story,5,5,1972,TA,882,0,882,5,0,2,461,Y,0,Normal,112500
1027,Pave,Gtl,NAmes,1Story,5,5,1960,TA,1264,0,1264,6,2,2,461,Y,0,Normal,167500
1028,Pave,Gtl,Timber,1Story,8,5,2007,Ex,1646,0,1646,7,1,3,800,Y,44,Partial,293077
1029,Pave,Gtl,NAmes,1.5Fin,5,5,1941,TA,968,408,1376,6,1,1,240,Y,0,Normal,105000
1030,Pave,Gtl,BrDale,2Story,6,7,1972,Gd,672,546,1218,7,0,1,264,Y,28,Normal,118000
1031,Pave,Gtl,SWISU,2Story,5,8,1916,Gd,948,980,1928,10,0,0,0,N,0,Normal,160000
1032,Pave,Gtl,SWISU,2.5Fin,7,3,1920,Ex,1687,998,3082,12,2,2,672,Y,63,Normal,197000
1033,Pave,Gtl,NoRidge,2Story,8,7,1993,Ex,1352,1168,2520,10,1,3,796,Y,55,Abnorml,310000
1034,Pave,Gtl,CollgCr,1Story,7,5,2002,Ex,1654,0,1654,6,0,3,900,Y,136,Normal,230000
1035,Pave,Gtl,Crawfor,1Story,5,7,1938,Ex,954,0,954,5,1,1,240,Y,0,Normal,119750
1036,Pave,Gtl,Edwards,1Story,4,3,1957,Ex,845,0,845,5,0,1,290,N,0,Normal,84000
1037,Pave,Gtl,Timber,1Story,9,5,2007,Ex,1620,0,1620,6,1,3,912,Y,0,Normal,315500
1038,Pave,Gtl,CollgCr,2Story,8,5,2001,Ex,1055,1208,2263,7,1,2,905,Y,45,Normal,287000
1039,Pave,Gtl,MeadowV,2Story,4,6,1970,TA,798,546,1344,6,1,0,0,Y,0,Normal,97000
1040,Pave,Gtl,MeadowV,SFoyer,4,4,1970,TA,630,0,630,3,0,1,286,Y,0,Normal,80000
1041,Pave,Gtl,Sawyer,1Story,5,4,1957,Ex,1803,0,1803,8,1,2,484,Y,0,Normal,155000
1042,Pave,Gtl,NWAmes,2Story,6,8,1966,Gd,800,832,1632,7,0,2,484,Y,40,Normal,173000
1043,Pave,Gtl,NridgHt,1Story,6,5,2005,Ex,1306,0,1306,5,1,2,624,Y,63,Normal,196000
1044,Pave,Gtl,SawyerW,2Story,7,5,1990,Ex,1532,797,2329,10,1,2,514,Y,121,Normal,262280
1045,Pave,Gtl,NWAmes,1Story,8,5,1981,TA,2524,0,2524,9,1,2,542,Y,120,Normal,278000
1046,Pave,Gtl,Edwards,1Story,3,5,1955,Ex,1733,0,1733,8,1,2,452,Y,0,Normal,139600
1047,Pave,Gtl,StoneBr,2Story,9,5,2005,Ex,1992,876,2868,11,1,3,716,Y,108,Partial,556581
1048,Pave,Gtl,CollgCr,1Story,5,5,1994,Ex,990,0,990,5,0,2,672,Y,0,Normal,145000
1049,Pave,Gtl,Mitchel,1Story,5,4,1960,TA,1771,0,1771,9,1,2,336,Y,0,Normal,115000
1050,Pave,Gtl,Edwards,1Story,4,7,1946,Ex,930,0,930,6,0,1,308,Y,0,Abnorml,84900
1051,Pave,Gtl,Gilbert,1Story,7,5,2007,Ex,1302,0,1302,6,0,2,436,Y,22,Partial,176485
1052,Pave,Gtl,CollgCr,1Story,7,5,2007,Ex,1316,0,1316,6,1,2,440,Y,20,Partial,200141
1053,Pave,Gtl,NAmes,2Story,6,6,1964,TA,1127,850,1977,9,1,2,540,Y,52,Normal,165000
1054,Pave,Mod,Edwards,1Story,5,6,1957,Ex,1526,0,1526,7,1,1,364,Y,78,Normal,144500
1055,Pave,Gtl,CollgCr,2Story,8,5,2002,Ex,1091,898,1989,7,1,2,586,Y,60,Normal,255000
1056,Pave,Gtl,NWAmes,1Story,6,5,1976,TA,1523,0,1523,7,1,2,478,Y,0,Abnorml,180000
1057,Pave,Gtl,NridgHt,1Story,7,5,2005,Ex,1364,0,1364,6,1,2,484,Y,36,Normal,185850
1058,Pave,Gtl,NoRidge,2Story,7,6,1994,Ex,979,871,1850,7,1,2,467,Y,98,Normal,248000
1059,Pave,Gtl,NridgHt,2Story,9,5,2008,Ex,1130,1054,2184,10,1,3,836,Y,102,Normal,335000
1060,Pave,Mod,Crawfor,1.5Fin,6,7,1932,TA,1096,895,1991,7,1,2,432,Y,0,Normal,220000
1061,Pave,Gtl,StoneBr,1Story,8,5,2001,Ex,1338,0,1338,6,0,2,582,Y,0,Normal,213500
1062,Grvl,Gtl,IDOTRR,1Story,3,4,1935,TA,894,0,894,6,0,3,1248,Y,20,Normal,81000
1063,Pave,Gtl,OldTown,2Story,5,5,1900,TA,1422,915,2337,10,0,2,560,Y,57,Normal,90000
1064,Pave,Gtl,OldTown,1Story,6,6,1925,Gd,1103,0,1103,5,1,2,440,Y,120,Normal,110500
1065,Pave,Gtl,NAmes,1Story,5,6,1966,Ex,1154,0,1154,6,1,2,480,Y,58,Normal,154000
1066,Pave,Mod,ClearCr,2Story,7,5,1996,Ex,1306,954,2260,7,0,2,533,Y,44,Normal,328000
1067,Pave,Gtl,Gilbert,2Story,6,7,1993,Gd,799,772,1571,7,1,2,380,Y,40,Normal,178000
1068,Pave,Mod,NAmes,2Story,6,6,1964,TA,798,813,1611,7,0,2,442,Y,128,Normal,167900
1069,Pave,Gtl,MeadowV,2Story,6,4,1973,Gd,1291,1230,2521,10,1,2,576,Y,20,Normal,151400
1070,Pave,Gtl,NAmes,1.5Unf,5,7,1949,TA,893,0,893,4,0,2,576,Y,0,Normal,135000
1071,Pave,Gtl,NAmes,1Story,5,5,1956,TA,1048,0,1048,6,0,1,286,Y,20,Normal,135000
1072,Pave,Gtl,NWAmes,2Story,6,6,1968,Ex,829,727,1556,8,0,2,441,Y,0,Normal,154000
1073,Pave,Gtl,Edwards,1.5Fin,5,3,1948,Fa,1002,454,1456,7,1,1,280,P,0,Normal,91500
1074,Pave,Gtl,Edwards,2Story,6,6,1977,TA,698,728,1426,6,0,2,440,Y,0,Normal,159500
1075,Pave,Gtl,CollgCr,1Story,7,5,2006,Ex,1240,0,1240,5,0,3,826,Y,93,Normal,194000
1076,Pave,Gtl,Crawfor,2Story,7,6,1940,TA,960,780,1740,6,2,1,240,Y,0,Normal,219500
1077,Pave,Gtl,OldTown,1.5Fin,5,8,1936,Gd,1096,370,1466,7,1,2,566,Y,21,Normal,170000
1078,Pave,Gtl,NAmes,1Story,5,5,1969,Ex,1096,0,1096,6,0,1,299,Y,32,Abnorml,138800
1079,Pave,Gtl,CollgCr,1Story,6,5,2004,Ex,848,0,848,3,1,2,420,Y,0,Normal,155900
1080,Pave,Gtl,CollgCr,1Story,5,5,1994,Gd,990,0,990,5,0,1,299,Y,64,Normal,126000
1081,Pave,Gtl,NWAmes,1Story,6,7,1971,Ex,1258,0,1258,5,0,2,528,Y,0,Abnorml,145000
1082,Pave,Gtl,Sawyer,1Story,5,5,1963,Fa,1040,0,1040,5,0,1,308,Y,0,Normal,133000
1083,Pave,Gtl,CollgCr,1Story,7,5,2002,Ex,1459,0,1459,6,1,2,527,Y,39,Normal,192000
1084,Pave,Gtl,NAmes,1Story,6,6,1964,TA,1251,0,1251,6,2,1,461,Y,116,Normal,160000
1085,Pave,Gtl,Gilbert,2Story,6,5,1995,Gd,691,807,1498,6,1,2,409,Y,44,Normal,187500
1086,Pave,Gtl,SawyerW,SFoyer,6,6,1992,Ex,996,0,996,5,0,2,564,Y,0,Normal,147000
1087,Pave,Gtl,MeadowV,2Story,4,5,1973,TA,546,546,1092,6,0,1,286,Y,96,Normal,83500
1088,Pave,Gtl,Somerst,2Story,8,5,2005,Ex,1082,871,1953,9,1,3,1043,Y,50,Normal,252000
1089,Pave,Gtl,Edwards,2Story,7,5,2004,Ex,970,739,1709,7,0,2,380,Y,40,Normal,137500
1090,Pave,Gtl,Somerst,1Story,8,5,2005,Ex,1247,0,1247,4,1,2,550,Y,84,Normal,197000
1091,Pave,Gtl,NAmes,1Story,3,4,1950,Fa,1040,0,1040,6,0,2,400,Y,0,Normal,92900
1092,Pave,Gtl,Somerst,2Story,7,5,1999,Ex,624,628,1252,4,0,2,462,Y,48,Normal,160000
1093,Pave,Gtl,SWISU,1.5Fin,6,5,1925,Fa,1390,304,1694,7,1,2,576,Y,0,Normal,136500
1094,Pave,Gtl,NAmes,1Story,5,8,1965,Gd,1200,0,1200,6,0,2,884,Y,64,Normal,146000
1095,Pave,Gtl,NAmes,1Story,5,7,1956,Ex,936,0,936,4,0,1,308,Y,0,Normal,129000
1096,Pave,Gtl,CollgCr,1Story,6,5,2006,Gd,1314,0,1314,6,1,2,440,Y,22,Normal,176432
1097,Pave,Gtl,IDOTRR,2Story,6,7,1914,TA,773,582,1355,7,0,0,0,Y,0,Normal,127000
1098,Pave,Gtl,StoneBr,1Story,8,5,1986,Ex,1088,0,1088,5,0,2,461,Y,74,Normal,170000
1099,Pave,Gtl,BrkSide,1.5Fin,4,6,1936,TA,757,567,1324,6,0,1,240,Y,0,Normal,128000
1100,Pave,Gtl,NWAmes,1Story,7,5,1978,TA,1601,0,1601,7,1,2,478,Y,0,Abnorml,157000
1101,Pave,Gtl,SWISU,1Story,2,5,1920,TA,438,0,438,3,0,1,246,N,0,Normal,60000
1102,Pave,Gtl,NAmes,1Story,5,5,1971,TA,950,0,950,5,0,1,280,Y,0,Normal,119500
1103,Pave,Gtl,NAmes,1Story,5,7,1960,Ex,1134,0,1134,6,0,1,254,Y,16,Family,135000
1104,Pave,Gtl,NAmes,1Story,6,6,1959,Ex,1194,0,1194,6,1,2,539,Y,0,Normal,159500
1105,Pave,Gtl,BrDale,2Story,5,5,1970,TA,630,672,1302,6,0,2,440,Y,0,Normal,106000
1106,Pave,Gtl,NoRidge,2Story,8,5,1994,Ex,1500,1122,2622,9,2,2,712,Y,32,Normal,325000
1107,Pave,Gtl,SawyerW,1Story,7,5,1990,Gd,1442,0,1442,6,1,2,719,Y,244,Normal,179900
1108,Pave,Gtl,Gilbert,2Story,7,5,2006,Ex,887,1134,2021,9,1,2,422,Y,100,Partial,274725
1109,Pave,Gtl,Gilbert,2Story,6,5,2000,Ex,948,742,1690,7,1,2,463,Y,48,Abnorml,181000
1110,Pave,Gtl,NridgHt,1Story,8,5,2004,Ex,1836,0,1836,7,1,3,862,Y,185,Normal,280000
1111,Pave,Gtl,Gilbert,2Story,6,5,1995,Gd,773,885,1658,8,1,2,431,Y,84,Normal,188000
1112,Pave,Gtl,NWAmes,2Story,7,6,1976,TA,1098,866,1964,8,1,2,483,Y,69,Normal,205000
1113,Pave,Gtl,NAmes,1Story,5,7,1957,TA,816,0,816,5,0,1,308,Y,0,Normal,129900
1114,Pave,Gtl,NAmes,1Story,5,7,1953,Gd,1008,0,1008,6,0,1,240,Y,18,Normal,134500
1115,Pave,Gtl,OldTown,1Story,5,7,1954,Ex,833,0,833,4,0,1,326,Y,0,Normal,117000
1116,Pave,Gtl,NridgHt,1Story,8,5,2007,Ex,1734,0,1734,7,1,3,928,Y,0,Partial,318000
1117,Pave,Gtl,Gilbert,SLvl,8,5,2002,Ex,779,640,1419,7,1,2,527,Y,0,Normal,184100
1118,Pave,Gtl,Sawyer,1Story,5,7,1967,Ex,894,0,894,5,0,2,450,Y,0,Normal,130000
1119,Pave,Gtl,Sawyer,SLvl,5,6,1958,TA,1021,580,1601,6,0,1,300,Y,34,Normal,140000
1120,Pave,Gtl,NAmes,1Story,5,5,1959,TA,1040,0,1040,6,0,1,286,Y,0,Normal,133700
1121,Pave,Mod,IDOTRR,1Story,6,5,1920,TA,1012,0,1012,6,1,1,308,Y,22,Normal,118400
1122,Pave,Gtl,CollgCr,1Story,7,5,2005,Ex,1552,0,1552,7,0,3,782,Y,20,Partial,212900
1123,Pave,Gtl,Edwards,1Story,4,3,1956,Ex,960,0,960,5,0,1,288,Y,0,Abnorml,112000
1124,Pave,Gtl,Edwards,1Story,5,9,1947,Ex,698,0,698,4,0,0,0,Y,200,Normal,118000
1125,Pave,Gtl,Gilbert,SLvl,7,5,1992,Gd,812,670,1482,7,1,2,392,Y,25,Normal,163900
1126,Pave,Gtl,NAmes,1Story,4,5,1955,TA,1005,0,1005,5,1,2,672,Y,0,Normal,115000
1127,Pave,Gtl,Blmngtn,1Story,7,5,2007,Ex,1555,0,1555,7,1,3,660,Y,20,Normal,174000
1128,Pave,Gtl,Gilbert,1Story,7,5,2004,Ex,1530,0,1530,7,1,3,630,Y,36,Family,259000
1129,Pave,Gtl,Gilbert,2Story,7,5,2004,Ex,847,1112,1959,8,1,2,434,Y,48,Normal,215000
1130,Pave,Gtl,OldTown,SFoyer,5,5,1980,TA,936,0,936,4,0,2,672,Y,0,Normal,140000
1131,Pave,Gtl,SWISU,1.5Fin,4,3,1928,TA,1328,653,1981,7,2,2,576,Y,44,Normal,135000
1132,Pave,Gtl,Mitchel,1Story,5,5,1991,TA,974,0,974,5,0,0,0,Y,28,Abnorml,93500
1133,Pave,Gtl,OldTown,2Story,6,4,1880,TA,1178,1032,2210,8,0,1,205,N,48,Normal,117500
1134,Pave,Gtl,SawyerW,2Story,8,5,1995,Ex,1142,878,2020,8,1,2,466,Y,155,Normal,239500
1135,Pave,Gtl,Gilbert,2Story,6,5,1997,Gd,916,684,1600,7,1,2,460,Y,38,Normal,169000
1136,Pave,Gtl,BrkSide,1Story,6,5,1926,TA,986,0,986,5,1,1,180,Y,128,Normal,102000
1137,Pave,Gtl,NAmes,1.5Fin,6,5,1950,TA,1032,220,1252,6,0,1,288,Y,0,Abnorml,119000
1138,Pave,Gtl,Sawyer,1.5Fin,5,8,1875,Gd,780,240,1020,6,0,0,0,N,0,Normal,94000
1139,Pave,Mod,Mitchel,1Story,6,5,1977,TA,1567,0,1567,5,2,2,714,Y,32,Normal,196000
1140,Pave,Gtl,BrkSide,1Story,5,5,1920,TA,1167,0,1167,6,1,2,495,Y,0,Normal,144000
1141,Pave,Gtl,NAmes,1Story,5,7,1951,TA,952,0,952,4,0,2,840,Y,0,Abnorml,139000
1142,Pave,Gtl,NWAmes,2Story,5,7,1976,Ex,1088,780,1868,9,1,2,484,Y,96,Normal,197500
1143,Pave,Gtl,CollgCr,2Story,8,5,2006,Ex,1466,1362,2828,11,1,3,1052,Y,144,Partial,424870
1144,Pave,Gtl,Sawyer,1Story,5,3,1959,TA,1006,0,1006,5,0,0,0,Y,24,Normal,80000
1145,Pave,Gtl,Edwards,1.5Fin,4,4,1941,Fa,672,252,924,5,0,1,280,Y,0,Normal,80000
1146,Pave,Gtl,BrkSide,1.5Fin,5,6,1928,Ex,1042,534,1576,8,1,1,225,Y,0,Family,149000
1147,Pave,Gtl,SawyerW,1Story,6,5,1985,TA,1298,0,1298,5,1,2,403,Y,26,Normal,180000
1148,Pave,Gtl,Crawfor,2Story,7,7,1941,Ex,860,704,1564,7,1,1,234,Y,0,Normal,174500
1149,Pave,Gtl,OldTown,1.5Fin,7,7,1926,TA,572,539,1111,5,1,1,288,Y,0,Normal,116900
1150,Pave,Gtl,OldTown,2Story,7,9,1920,Ex,832,650,1482,7,0,2,324,Y,0,Normal,143000
1151,Pave,Gtl,NAmes,1Story,6,5,1950,Ex,932,0,932,4,1,1,306,Y,0,Normal,124000
1152,Pave,Gtl,Edwards,1Story,5,4,1959,TA,1466,0,1466,6,2,2,528,Y,140,Normal,149900
1153,Pave,Gtl,Crawfor,1Story,6,7,1956,Ex,1811,0,1811,6,1,2,470,Y,0,Abnorml,230000
1154,Pave,Gtl,IDOTRR,1Story,6,8,1930,Ex,816,0,816,5,0,1,432,Y,0,Normal,120500
1155,Pave,Gtl,NAmes,2Story,7,6,1965,TA,902,918,1820,8,2,2,492,Y,84,Normal,201800
1156,Pave,Gtl,Veenker,1Story,5,8,1976,TA,1437,0,1437,6,1,2,528,Y,21,Normal,218000
1157,Pave,Gtl,NAmes,SLvl,5,8,1965,Gd,1265,0,1265,6,1,2,502,Y,92,Normal,179900
1158,Pave,Gtl,NridgHt,1Story,7,5,2007,Ex,1314,0,1314,6,1,2,626,Y,62,Normal,230000
1159,Pave,Gtl,Somerst,1Story,8,5,2007,Ex,1580,0,1580,7,0,3,830,Y,24,Partial,235128
1160,Pave,Gtl,NWAmes,2Story,6,6,1974,TA,943,933,1876,8,1,2,540,Y,69,Normal,185000
1161,Pave,Gtl,NPkVill,2Story,6,5,1978,Fa,855,601,1456,7,1,2,440,Y,0,Normal,146000
1162,Pave,Gtl,Crawfor,1Story,6,7,1954,Ex,1640,0,1640,7,1,2,924,Y,0,Normal,224000
